SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-3-2020,Multi-Family (2-4 Unit),4901 Ledgestone Dr,Fort Worth,TX,76132,411000,3,4.0,Overton South Add,3636,19166,1976,108,113,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4901-Ledgestone-Dr-76132/home/31876881,NTREIS,14271420,N,Y,32.676106,-97.393735
PAST SALE,March-19-2020,Multi-Family (2-4 Unit),5708 Ridgerock Rd,Fort Worth,TX,76132,279000,3,2.0,Overton South Add,1936,6665,2010,92,144,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5708-Ridgerock-Ct-76132/home/31876999,NTREIS,14273115,N,Y,32.6659249,-97.3996173
PAST SALE,April-22-2020,Single Family Residential,6240 Stockton Dr,Fort Worth,TX,76132,175000,3,2.0,Hulen Bend Add,1445,6011,2001,58,121,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6240-Stockton-Dr-76132/home/32479847,NTREIS,14308191,N,Y,32.659745,-97.4161463
PAST SALE,May-9-2019,Single Family Residential,4704 Albermarle Dr,Fort Worth,TX,76132,164900,3,2.0,Westwood Add,1164,12763,1959,407,142,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4704-Albermarle-Dr-76132/home/31045046,NTREIS,14060183,N,Y,32.6653995,-97.394707
PAST SALE,June-12-2020,Single Family Residential,6941 Spring Valley Way,Fort Worth,TX,76132,380000,5,3.5,Hulen Bend Estates Add,3788,9801,1998,7,100,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6941-Spring-Valley-Way-76132/home/32445376,NTREIS,14329110,N,Y,32.6577173,-97.4149662
PAST SALE,February-21-2020,Single Family Residential,5209 South Dr,Fort Worth,TX,76132,205000,3,2.0,Westcliff Add,1959,11238,1965,119,105,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5209-South-Dr-76132/home/32176377,NTREIS,14098614,N,Y,32.6731096,-97.3888333
PAST SALE,July-24-2018,Single Family Residential,7309 Valencia Grove Ct,Fort Worth,TX,76132,380000,4,3.0,River Hills II Add,2020,6098,2010,696,188,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/7309-Valencia-Grove-Ct-76132/home/31306029,NTREIS,13763041,N,Y,32.6673469,-97.4286081
PAST SALE,April-30-2018,Single Family Residential,6941 Ridgewood Dr,Fort Worth,TX,76132,1068000,4,5.0,Mira Vista Add,6035,19166,1997,781,177,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6941-Ridgewood-Dr-76132/home/32428219,NTREIS,13772389,N,Y,32.6513642,-97.4368468
PAST SALE,March-30-2018,Townhouse,6733 Lost Star Ln,Fort Worth,TX,76132,365900,3,3.5,Bellaire Village,2427,2439,2015,812,151,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6733-Lost-Star-Ln-76132/home/31226486,NTREIS,13729677,N,Y,32.6683626,-97.4277631
PAST SALE,April-27-2018,Single Family Residential,4837 River View Dr,Fort Worth,TX,76132,489900,4,3.5,Meadows West Add,3289,16422,1985,784,149,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/4837-Riverview-Dr-76132/home/32337026,NTREIS,13801831,N,Y,32.678414,-97.4270027
PAST SALE,May-1-2018,Single Family Residential,6712 Blue Meadow Dr,Fort Worth,TX,76132,469000,4,3.5,Meadows West Add,3108,10890,1985,780,151,5,Sold,,,http://www.redfin.com/TX/Fort-Worth/6712-Blue-Meadow-Dr-76132/home/32336924,NTREIS,13796100,N,Y,32.6800466,-97.4275941
PAST SALE,March-29-2018,Single Family Residential,6605 Hillside Dr,Benbrook,TX,76132,339900,3,2.5,Country Day Estates,2727,12981,1980,813,125,,Sold,,,http://www.redfin.com/TX/Benbrook/6605-Hillside-Dr-76132/home/31501776,NTREIS,13646935,N,Y,32.6897042,-97.4238343
PAST SALE,June-11-2019,Single Family Residential,6654 Gascony Pl,Fort Worth,TX,76132,750000,3,3.0,Trinity Heights Crowley ISD,3586,7231,2000,374,209,88,Sold,,,http://www.redfin.com/TX/Fort-Worth/6654-Gascony-Pl-76132/home/32457282,NTREIS,14090035,N,Y,32.6544157,-97.4309106
PAST SALE,June-14-2019,Single Family Residential,6609 Sahalee Dr,Fort Worth,TX,76132,975000,5,4.0,Mira Vista Add,6428,19689,1998,371,152,660,Sold,,,http://www.redfin.com/TX/Fort-Worth/6609-Sahalee-Dr-76132/home/32413985,NTREIS,13944734,N,Y,32.6563827,-97.4362341
PAST SALE,October-10-2018,Single Family Residential,6429 Greenbriar Ln,Fort Worth,TX,76132,249900,4,2.5,Hulen Bend Estates Add,2496,9148,1998,618,100,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6429-Greenbriar-Ln-76132/home/32445404,NTREIS,13894932,N,Y,32.6561663,-97.4096155
PAST SALE,September-28-2018,Single Family Residential,6400 Windwood Ct,Fort Worth,TX,76132,250000,4,4.0,Hulen Bend Estates Add,3234,11892,1998,630,77,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6400-Windwood-Ct-76132/home/32445339,NTREIS,13870315,N,Y,32.6570697,-97.4109088
PAST SALE,March-8-2019,Townhouse,6724 Lost Star Ln,Fort Worth,TX,76132,349900,3,2.5,Bellaire Village,2469,3572,2016,469,142,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6724-Lost-Star-Ln-76132/home/31226442,NTREIS,13956793,N,Y,32.6686069,-97.4275466
PAST SALE,December-10-2018,Townhouse,5239 Welden Ct,Fort Worth,TX,76132,198000,2,2.0,Villas On The Bluff Condo,1166,6186,1997,557,170,325,Sold,,,http://www.redfin.com/TX/Fort-Worth/5239-Welden-Ct-76132/home/32444903,NTREIS,13902928,N,Y,32.6717889,-97.419726
PAST SALE,December-14-2017,Single Family Residential,6324 ARROWHEAD Rd,Fort Worth,TX,76132,684800,4,3.5,Mira Vista Add,4393,24655,1994,918,156,167,Sold,,,http://www.redfin.com/TX/Fort-Worth/6324-Arrowhead-Rd-76132/home/32394818,NTREIS,13598229,N,Y,32.6592868,-97.4316711
PAST SALE,September-10-2018,Single Family Residential,6600 Foxpointe Rd,Fort Worth,TX,76132,1485000,5,4.5,Mira Vista Add,5623,21911,1992,648,264,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6600-Foxpointe-Rd-76132/home/32395402,NTREIS,13899501,N,Y,32.6598483,-97.4351567
PAST SALE,April-16-2018,Single Family Residential,6425 Elm Crest Ct,Fort Worth,TX,76132,735000,4,3.5,Hawthorne Park Estates,4703,17598,1999,795,156,63,Sold,,,http://www.redfin.com/TX/Fort-Worth/6425-Elm-Crest-Ct-76132/home/32423159,NTREIS,13794759,N,Y,32.6598139,-97.4290728
PAST SALE,July-7-2017,Single Family Residential,6720 Foxpointe Rd,Fort Worth,TX,76132,1900000,3,5.0,Mira Vista Add,8121,92391,1995,1078,234,44,Sold,,,http://www.redfin.com/TX/Fort-Worth/6720-Foxpointe-Rd-76132/home/32395454,NTREIS,13586831,N,Y,32.6603507,-97.4374172
PAST SALE,August-23-2018,Single Family Residential,6700 W Dover Ter,Fort Worth,TX,76132,659000,4,3.5,Trinity Heights Crowley ISD,3248,12720,1999,666,203,77,Sold,,,http://www.redfin.com/TX/Fort-Worth/6700-Dover-Ter-W-76132/home/32457305,NTREIS,13875233,N,Y,32.6533448,-97.432685
PAST SALE,February-27-2018,Single Family Residential,6932 Spring Valley Way,Fort Worth,TX,76132,215000,3,2.0,Hulen Bend Estates Add,2092,7405,1998,843,103,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6932-Spring-Valley-Way-76132/home/32445341,NTREIS,13767732,N,Y,32.6581022,-97.4146422
PAST SALE,November-8-2017,Single Family Residential,6140 Forest Highlands Dr,Fort Worth,TX,76132,1125000,4,4.0,Mira Vista Add,5996,22172,1988,954,188,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/6140-Forest-Highlands-Dr-76132/home/32395460,NTREIS,13615358,N,Y,32.6609959,-97.4357905
PAST SALE,September-25-2018,Single Family Residential,7604 Ramble Wood Trl,Fort Worth,TX,76132,355000,4,3.0,Quail Ridge Estates Add,2543,9017,1987,633,140,,Sold,,,http://www.redfin.com/TX/Fort-Worth/7604-Ramble-Wood-Trl-76132/home/32384328,NTREIS,13903450,N,Y,32.6489195,-97.4247637
PAST SALE,May-30-2018,Single Family Residential,7005 Brookvale Rd,Fort Worth,TX,76132,299900,3,2.5,Quail Ridge Estates Add,2011,9017,1987,751,149,,Sold,,,http://www.redfin.com/TX/Fort-Worth/7005-Brookvale-Rd-76132/home/32384176,NTREIS,13839946,N,Y,32.6501661,-97.424468
PAST SALE,October-19-2018,Single Family Residential,6213 Gillispie Dr,Fort Worth,TX,76132,175000,3,2.0,Oakmont Meadows Add,1461,6098,2000,609,120,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6213-Gillispie-Dr-76132/home/32473393,NTREIS,13935147,N,Y,32.6596903,-97.4133585
PAST SALE,October-24-2018,Single Family Residential,6725 Day Dr,Fort Worth,TX,76132,198500,3,2.0,Oakmont Meadows Add,1813,5489,1999,604,109,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6725-Day-Dr-76132/home/32446092,NTREIS,13928295,N,Y,32.658254,-97.4113319
PAST SALE,November-20-2018,Single Family Residential,6100 Troon Rd,Fort Worth,TX,76132,699400,4,3.5,Mira Vista Add,4142,12502,1992,577,169,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6100-Troon-Rd-76132/home/32395028,NTREIS,13917295,N,Y,32.6617825,-97.432516
PAST SALE,August-9-2018,Single Family Residential,6728 Crooked Stick Dr,Fort Worth,TX,76132,669000,4,3.0,Mira Vista Add,3273,12850,1999,680,204,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/6728-Crooked-Stick-Dr-76132/home/32441218,NTREIS,13858174,N,Y,32.6536608,-97.4432694
PAST SALE,May-29-2018,Single Family Residential,6617 Stockton Dr,Fort Worth,TX,76132,204000,3,2.0,Hulen Bend Add,1946,14375,2001,752,105,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6617-Stockton-Dr-76132/home/32480246,NTREIS,13812971,N,Y,32.6552223,-97.4154282
PAST SALE,April-19-2018,Single Family Residential,7016 Saucon Valley Dr,Fort Worth,TX,76132,750000,4,3.5,Mira Vista Add,3259,13721,1995,792,230,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/7016-Saucon-Valley-Dr-76132/home/32421454,NTREIS,13798704,N,Y,32.6545161,-97.4406918
PAST SALE,November-27-2017,Single Family Residential,7141 Aspen Wood Trl,Fort Worth,TX,76132,299000,4,2.5,Quail Ridge Estates Add,2406,8930,1993,935,124,,Sold,,,http://www.redfin.com/TX/Fort-Worth/7141-Aspen-Wood-Trl-76132/home/32384164,NTREIS,13683944,N,Y,32.6461201,-97.4238321
PAST SALE,November-17-2017,Single Family Residential,7504 Amhurst Cir,Fort Worth,TX,76132,319999,3,2.0,Quail Ridge Estates Add,2282,9322,1987,945,140,,Sold,,,http://www.redfin.com/TX/Fort-Worth/7504-Amhurst-Cir-76132/home/32384345,NTREIS,13644287,N,Y,32.6509249,-97.4242567
PAST SALE,April-16-2018,Single Family Residential,6321 Stockton Dr,Fort Worth,TX,76132,169900,3,2.0,Hulen Bend Add,1411,6011,2000,795,120,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6321-Stockton-Dr-76132/home/32479770,NTREIS,13795186,N,Y,32.6586212,-97.4158506
PAST SALE,August-29-2018,Single Family Residential,6244 Stockton Dr,Fort Worth,TX,76132,195000,3,2.0,Hulen Bend Add,1595,6011,2001,660,122,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6244-Stockton-Dr-76132/home/32479838,NTREIS,13900675,N,Y,32.6596133,-97.4161463
PAST SALE,May-30-2018,Single Family Residential,6837 Beverly Glen Dr,Fort Worth,TX,76132,200000,3,2.0,Park Palisades Add,1812,6316,1999,751,110,38,Sold,,,http://www.redfin.com/TX/Fort-Worth/6837-Beverly-Glen-Dr-76132/home/32457520,NTREIS,13820579,N,Y,32.6510985,-97.4138115
PAST SALE,October-10-2018,Single Family Residential,7117 Deer Hollow Dr,Fort Worth,TX,76132,277000,3,2.0,Quail Ridge Estates Add,1699,5489,1998,618,163,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/7117-Deer-Hollow-Dr-76132/home/32442905,NTREIS,13916887,N,Y,32.6473928,-97.4205182
PAST SALE,November-9-2018,Single Family Residential,6728 Day Dr,Fort Worth,TX,76132,215000,3,2.0,Oakmont Meadows Add,1813,5489,1999,588,119,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6728-Day-Dr-76132/home/32445898,NTREIS,13923374,N,Y,32.6586921,-97.4116087
PAST SALE,February-20-2018,Single Family Residential,6924 Laurel Canyon Ter,Fort Worth,TX,76132,239000,4,2.0,Park Palisades Add,2365,9583,2000,850,101,36,Sold,,,http://www.redfin.com/TX/Fort-Worth/6924-Laurel-Canyon-Ter-76132/home/32457460,NTREIS,13752340,N,Y,32.6497636,-97.4142033
PAST SALE,November-6-2019,Townhouse,5863 Pecan Chase,Benbrook,TX,76132,210000,2,2.0,Waterwood Place,1378,2962,1999,226,152,154,Sold,,,http://www.redfin.com/TX/Benbrook/5863-Pecan-Chase-76132/home/32372807,NTREIS,14205380,N,Y,32.69411,-97.424212
PAST SALE,July-17-2017,Single Family Residential,6716 Clear Spring Dr,Fort Worth,TX,76132,479900,4,3.0,Bellaire Park North,3473,11369,1995,1068,138,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6716-Clear-Spring-Dr-76132/home/32415643,NTREIS,13621855,N,Y,32.6725816,-97.4280377
PAST SALE,December-19-2018,Single Family Residential,6728 Medinah Dr,Fort Worth,TX,76132,620000,3,2.5,Mira Vista Add,2783,6273,2000,548,223,259,Sold,,,http://www.redfin.com/TX/Fort-Worth/6728-Medinah-Dr-76132/home/32434673,NTREIS,13936245,N,Y,32.6529235,-97.433868
PAST SALE,December-20-2018,Single Family Residential,6701 Meadows West Dr S,Fort Worth,TX,76132,399950,4,3.0,Meadows West Add,2704,11195,1984,547,148,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6701-W-Meadows-Dr-S-76132/home/31781948,NTREIS,13944137,N,Y,32.6759891,-97.4279321
